,date,rainfall,temp
1966,2004/5/19,1.7,29.2
1967,2004/5/20,0,30.2
1968,2004/5/21,0,30.1
1969,2004/5/22,2.1,29.5
1970,2004/5/23,0.2,29.7
1971,2004/5/24,0.2,27.9
1972,2004/5/25,0,28.1
1973,2004/5/26,15.6,26.9
1974,2004/5/27,0.5,26.7
1975,2004/5/28,0,28.5
1976,2004/5/29,0.4,27.8
1977,2004/5/30,2.2,27.6
1978,2004/5/31,0,28.4
1979,2004/6/1,17,27.5
1980,2004/6/2,0,27.6
1981,2004/6/3,1,28.2
1982,2004/6/4,21.8,28.2
1983,2004/6/5,0,27.5
1984,2004/6/6,13.1,29
1985,2004/6/7,0.1,28.5
1986,2004/6/8,0,29.4
1987,2004/6/9,68.1,26.3
1988,2004/6/10,0,28.3
1989,2004/6/11,0,29.6
1990,2004/6/12,0,30
1991,2004/6/13,0,30.3
1992,2004/6/14,0,30.2
1993,2004/6/15,0,29.9
1994,2004/6/16,0,30.1
1995,2004/6/17,0,30
1996,2004/6/18,0,29
1997,2004/6/19,0,29.5
1998,2004/6/20,0,30
1999,2004/6/21,0,30
2000,2004/6/22,0,29.3
2001,2004/6/23,0,28.8
2002,2004/6/24,0,29.5
2003,2004/6/25,0,29.7
2004,2004/6/26,2,28.2
2005,2004/6/27,0,28.6
2006,2004/6/28,0,29.8
2007,2004/6/29,2.3,29
2008,2004/6/30,1.8,28
2009,2004/7/1,34.3,28
2010,2004/7/2,0,28.2
2011,2004/7/3,0.3,28.5
2012,2004/7/4,0,28.1
2013,2004/7/5,0,27.3
2014,2004/7/6,0.3,26.4
2015,2004/7/7,1.2,27.6
2016,2004/7/8,13.7,25.5
2017,2004/7/9,0,27.1
2018,2004/7/10,0.7,27
2019,2004/7/11,0,27.6
2020,2004/7/12,0.9,26.8
2021,2004/7/13,7.3,27.1
2022,2004/7/14,7.8,26.7
2023,2004/7/15,13.5,26.4
2024,2004/7/16,33.6,27.2
2025,2004/7/17,0,26.5
2026,2004/7/18,0,28.1
2027,2004/7/19,0,29
2028,2004/7/20,18.4,28.9
2029,2004/7/21,0.6,27
2030,2004/7/22,0,28.9
2031,2004/7/23,4.6,28.4
2032,2004/7/24,3.6,26.3
2033,2004/7/25,0.1,28.1
2034,2004/7/26,2.7,27.5
2035,2004/7/27,3.5,26.5
2036,2004/7/28,0.6,27.2
2037,2004/7/29,17.9,27.3
2038,2004/7/30,0.1,27.2
2039,2004/7/31,0.9,25.8
2040,2004/8/1,28.4,27
2041,2004/8/2,1.7,25.6
2042,2004/8/3,0,28.4
2043,2004/8/4,0,28.5
2044,2004/8/5,0,28.5
2045,2004/8/6,0,28.7
2046,2004/8/7,0,28.5
2047,2004/8/8,0,28.4
2048,2004/8/9,0,28.6
2049,2004/8/10,0,28.7
2050,2004/8/11,0,28.4
2051,2004/8/12,0,28.7
2052,2004/8/13,0,28.4
2053,2004/8/14,0,28.6
2054,2004/8/15,5.5,27.3
2055,2004/8/16,0,27.4
2056,2004/8/17,0,28.5
2057,2004/8/18,6.8,28.5
2058,2004/8/19,0,28
2059,2004/8/20,24.2,26.8
2060,2004/8/21,0,28
2061,2004/8/22,0,29.1
2062,2004/8/23,0,28.8
2063,2004/8/24,0,29
2064,2004/8/25,111.5,26.4
2065,2004/8/26,0,28.2
2066,2004/8/27,3.3,28.7
2067,2004/8/28,0,29.3
2068,2004/8/29,0,28.9
2069,2004/8/30,0,28.9
2070,2004/8/31,3.8,28.7
2071,2004/9/1,10.7,28.5
2072,2004/9/2,0,28.8
2073,2004/9/3,0,29.2
2074,2004/9/4,0,29
2075,2004/9/5,6.1,27.4
2076,2004/9/6,0.8,27
2077,2004/9/7,0,27.5
2078,2004/9/8,0,28.6
2079,2004/9/9,0,28.6
2080,2004/9/10,1.8,28.8
2081,2004/9/11,0,28.6
2082,2004/9/12,0,28.2
2083,2004/9/13,0,28.5
2084,2004/9/14,25.9,27.2
2085,2004/9/15,0,26.9
2086,2004/9/16,4.5,25.7
2087,2004/9/17,0,27.5
2088,2004/9/18,0,28.3
2089,2004/9/19,24.7,27.6
2090,2004/9/20,0,27.7
2091,2004/9/21,29.1,26.7
2092,2004/9/22,0,27.6
2093,2004/9/23,0,28.5
2094,2004/9/24,15.7,27.9
2095,2004/9/25,1.1,27.7
2096,2004/9/26,0.9,27.4
2097,2004/9/27,0,28
2098,2004/9/28,0.2,28
2099,2004/9/29,6.4,26.4
2100,2004/9/30,1,26.1
2101,2004/10/1,0,27.5
2102,2004/10/2,0,28.2
2103,2004/10/3,9.6,27.2
2104,2004/10/4,0.1,28.4
2105,2004/10/5,0,29.3
2106,2004/10/6,0,29.1
2107,2004/10/7,0,29.2
2108,2004/10/8,0,29.1
2109,2004/10/9,0,27.6
2110,2004/10/10,0,28.9
2111,2004/10/11,0,28.5
2112,2004/10/12,0,29.1
2113,2004/10/13,0,28.1
2114,2004/10/14,0,28.6
2115,2004/10/15,0,29.4
2116,2004/10/16,0,28.8
2117,2004/10/17,0,28.4
2118,2004/10/18,7.9,27.5
2119,2004/10/19,0.4,26.4
2120,2004/10/20,0,28.2
2121,2004/10/21,19.6,26.7
2122,2004/10/22,25.3,26.7
2123,2004/10/23,6.4,26
2124,2004/10/24,3.1,26.5
2125,2004/10/25,25,27.3
2126,2004/10/26,5.1,26.5
2127,2004/10/27,12.1,27.7
2128,2004/10/28,5.4,25.7
2129,2004/10/29,5.4,26.2
2130,2004/10/30,0.2,27.3
2131,2004/10/31,0,27.1
2132,2004/11/1,17.4,26.6
2133,2004/11/2,0,27.1
2134,2004/11/3,0.4,27.7
2135,2004/11/4,2.2,26.8
2136,2004/11/5,62.4,26.2
2137,2004/11/6,0,27.6
2138,2004/11/7,0,28.1
2139,2004/11/8,0,27.5
2140,2004/11/9,0.2,27.4
2141,2004/11/10,0,27.8
2142,2004/11/11,0.2,27.7
2143,2004/11/12,13,26.6
2144,2004/11/13,1.1,27.8
2145,2004/11/14,0.4,27.3
2146,2004/11/15,0,27.8
2147,2004/11/16,0.4,26.9
2148,2004/11/17,0,28.2
2149,2004/11/18,0,28.4
2150,2004/11/19,36.3,27.4
2151,2004/11/20,0.1,25.8
2152,2004/11/21,0.5,27.5
2153,2004/11/22,0,26.7
2154,2004/11/23,4,26.7
2155,2004/11/24,0.1,27.6
2156,2004/11/25,1.4,27.4
2157,2004/11/26,26.1,26
2158,2004/11/27,0,28
2159,2004/11/28,0,26.9
2160,2004/11/29,0,27.2
2161,2004/11/30,0,27.6
2162,2004/12/1,0,27.8
2163,2004/12/2,8.2,27.7
2164,2004/12/3,7.8,28.2
2165,2004/12/4,0,27.6
2166,2004/12/5,0,27.8
2167,2004/12/6,5.7,25.5
2168,2004/12/7,2.2,24.6
2169,2004/12/8,0.7,26.2
2170,2004/12/9,0,26.8
2171,2004/12/10,0,27
2172,2004/12/11,13.5,27.1
2173,2004/12/12,18.1,26.2
2174,2004/12/13,4.2,27
2175,2004/12/14,0,27.3
2176,2004/12/15,0,27.5
2177,2004/12/16,0,27.5
2178,2004/12/17,4.9,27.3
2179,2004/12/18,1.7,27.1
2180,2004/12/19,0,27.3
2181,2004/12/20,0,27.1
2182,2004/12/21,0,27.2
2183,2004/12/22,0,26.9
2184,2004/12/23,0,27.1
2185,2004/12/24,0,27.5
2186,2004/12/25,0,27.5
2187,2004/12/26,0,27.2
2188,2004/12/27,3.4,26.8
2189,2004/12/28,20.1,24.7
2190,2004/12/29,0,25
2191,2004/12/30,12.9,25.6
2192,2004/12/31,36.4,25.7
2193,2005/1/1,11.8,26.1
2194,2005/1/2,96.7,24.7
2195,2005/1/3,0.1,25.9
2196,2005/1/4,13.4,26.5
2197,2005/1/5,0.3,26.5
2198,2005/1/6,0,26.8
2199,2005/1/7,2.8,26.2
2200,2005/1/8,3.2,25
2201,2005/1/9,0,26.4
2202,2005/1/10,30.8,25.3
2203,2005/1/11,0,26.5
2204,2005/1/12,0,27.5
2205,2005/1/13,0,27.5
2206,2005/1/14,0,27.1
2207,2005/1/15,0,27.1
2208,2005/1/16,0.1,26.8
2209,2005/1/17,4,25.5
2210,2005/1/18,0,26.5
2211,2005/1/19,0,26.6
2212,2005/1/20,0,26.5
2213,2005/1/21,0,26.8
2214,2005/1/22,0,27.3
2215,2005/1/23,0,27.2
2216,2005/1/24,0,27.1
2217,2005/1/25,0,26.9
2218,2005/1/26,0,26.7
2219,2005/1/27,0,27
2220,2005/1/28,0,27.3
2221,2005/1/29,0,27.4
2222,2005/1/30,0,27.2
2223,2005/1/31,0,27.4
2224,2005/2/1,0,27.8
2225,2005/2/2,0,27.8
2226,2005/2/3,0,28.1
2227,2005/2/4,0,28.3
2228,2005/2/5,0,28.1
2229,2005/2/6,0,27.8
2230,2005/2/7,0,27.7
2231,2005/2/8,0,28.1
2232,2005/2/9,0,28.2
2233,2005/2/10,0,28.5
2234,2005/2/11,0,28.7
2235,2005/2/12,0,28.7
2236,2005/2/13,0.8,28.3
2237,2005/2/14,0,28.5
2238,2005/2/15,0,28.8
2239,2005/2/16,0,29.3
2240,2005/2/17,0.4,28.7
2241,2005/2/18,0,28.9
2242,2005/2/19,0,28.8
2243,2005/2/20,0,28.7
2244,2005/2/21,0,29
2245,2005/2/22,0,28.6
2246,2005/2/23,0,29.2
2247,2005/2/24,0,28.9
2248,2005/2/25,0,29.6
2249,2005/2/26,0,28.9
2250,2005/2/27,7.2,28.1
2251,2005/2/28,0,28.5
2252,2005/3/1,7.3,28.9
2253,2005/3/2,3.9,28.5
2254,2005/3/3,18.1,27.5
2255,2005/3/4,0,28.6
2256,2005/3/5,0.4,28.9
2257,2005/3/6,2,28.3
2258,2005/3/7,0.1,28.2
2259,2005/3/8,0,28.2
2260,2005/3/9,0,28.1
2261,2005/3/10,0,28.4
2262,2005/3/11,0.6,27.7
2263,2005/3/12,0,28.5
2264,2005/3/13,0,29
2265,2005/3/14,0,29.1
2266,2005/3/15,0,29.3
2267,2005/3/16,0,29.1
2268,2005/3/17,0,29.5
2269,2005/3/18,0,29.4
2270,2005/3/19,0.4,28.4
2271,2005/3/20,0,28.9
2272,2005/3/21,0,29.1
2273,2005/3/22,0,29.4
2274,2005/3/23,0,28.8
2275,2005/3/24,0,29.1
2276,2005/3/25,0,29.5
2277,2005/3/26,1,28.1
2278,2005/3/27,15.3,27.1
2279,2005/3/28,0,27.6
2280,2005/3/29,12,27.4
2281,2005/3/30,20.5,28
2282,2005/3/31,0.8,26.8
2283,2005/4/1,0,28.4
2284,2005/4/2,7.8,26.4
2285,2005/4/3,5.6,28.3
2286,2005/4/4,49.6,25.3
2287,2005/4/5,6.2,27
2288,2005/4/6,1,27.4
2289,2005/4/7,0,28.5
2290,2005/4/8,0.7,28.2
2291,2005/4/9,0,27.8
2292,2005/4/10,0,28.9
2293,2005/4/11,0.4,27.1
2294,2005/4/12,0,28.5
2295,2005/4/13,8.7,28.7
2296,2005/4/14,0,29
2297,2005/4/15,0,28.7
2298,2005/4/16,0,29.1
2299,2005/4/17,0,28.2
2300,2005/4/18,0.8,27.9
2301,2005/4/19,0,29.3
2302,2005/4/20,0,29
2303,2005/4/21,0.9,28.7
2304,2005/4/22,0,29.5
2305,2005/4/23,0,29.8
2306,2005/4/24,0,29.7
2307,2005/4/25,0,30
2308,2005/4/26,0,30.4
2309,2005/4/27,0,30.3
2310,2005/4/28,0,30.2
2311,2005/4/29,0,30.7
2312,2005/4/30,0,30.6
2313,2005/5/1,3.2,28.8
2314,2005/5/2,0,29.7
2315,2005/5/3,0,30.1
2316,2005/5/4,0,29.9
2317,2005/5/5,15,28.3
2318,2005/5/6,51.8,27.2
2319,2005/5/7,10.5,29.1
2320,2005/5/8,12.5,26.7
2321,2005/5/9,0,29.1
2322,2005/5/10,58.7,27.5
2323,2005/5/11,27.8,29.6
2324,2005/5/12,1,26.9
2325,2005/5/13,0,30
2326,2005/5/14,43.7,29.3
2327,2005/5/15,0.6,28
2328,2005/5/16,0.7,27.9
2329,2005/5/17,9.4,27.1
2330,2005/5/18,1.5,29
2331,2005/5/19,28.8,28.1
2332,2005/5/20,0,28.1
2333,2005/5/21,3.4,28
2334,2005/5/22,0,28.3
2335,2005/5/23,2.8,29.5
2336,2005/5/24,22,28.4
2337,2005/5/25,18,27.2
2338,2005/5/26,0,28
2339,2005/5/27,0.5,28.9
2340,2005/5/28,0,29.5
2341,2005/5/29,19.2,27.6
2342,2005/5/30,0,28.6
2343,2005/5/31,0,29.3
2344,2005/6/1,0.3,28.6
2345,2005/6/2,0,30
2346,2005/6/3,0,29.9
2347,2005/6/4,1.3,29.4
2348,2005/6/5,0,28.7
2349,2005/6/6,0,29
2350,2005/6/7,0.6,29.1
2351,2005/6/8,0,28.3
2352,2005/6/9,0,30.2
2353,2005/6/10,2.7,30
2354,2005/6/11,0,29.5
2355,2005/6/12,0,28.9
2356,2005/6/13,0,28.8
2357,2005/6/14,1.9,28.7
2358,2005/6/15,2.4,27.4
2359,2005/6/16,0,29.2
2360,2005/6/17,27.6,28.3
2361,2005/6/18,0,29.1
2362,2005/6/19,11.6,29.3
2363,2005/6/20,5,28.8
2364,2005/6/21,1.6,27.1
2365,2005/6/22,0,28.3
2366,2005/6/23,0,29.6
2367,2005/6/24,1.7,28.7
2368,2005/6/25,5.5,28.5
2369,2005/6/26,0,27.8
2370,2005/6/27,1,28.3
2371,2005/6/28,14,28.9
2372,2005/6/29,5,27.2
2373,2005/6/30,0.1,28
2374,2005/7/1,0,29.3
2375,2005/7/2,1.7,29.1
2376,2005/7/3,4.6,28.8
2377,2005/7/4,0.5,27.9
2378,2005/7/5,0,29.3
2379,2005/7/6,0,29
2380,2005/7/7,0,28.4
2381,2005/7/8,0,28.2
2382,2005/7/9,0,28.9
2383,2005/7/10,0,28.2
2384,2005/7/11,0,28.5
2385,2005/7/12,3.2,27.1
2386,2005/7/13,0,28.4
2387,2005/7/14,14.9,27.8
2388,2005/7/15,3.1,27
2389,2005/7/16,9.4,26.2
2390,2005/7/17,0.5,27.8
2391,2005/7/18,7.7,26.9
2392,2005/7/19,6.8,26.4
2393,2005/7/20,0,28.1
2394,2005/7/21,0,27.7
2395,2005/7/22,0.6,28.7
2396,2005/7/23,0.9,27.8
2397,2005/7/24,0.1,27.5
2398,2005/7/25,23.2,28.4
2399,2005/7/26,0.5,26.2
2400,2005/7/27,0,27.9
2401,2005/7/28,0,29.2
2402,2005/7/29,0,29.3
2403,2005/7/30,26.3,26.5
2404,2005/7/31,0,28.1
2405,2005/8/1,0,28.8
2406,2005/8/2,13.8,27.8
2407,2005/8/3,2.6,26.9
2408,2005/8/4,8.7,26.5
2409,2005/8/5,0,28.7
2410,2005/8/6,0,29.1
2411,2005/8/7,0,29.3
2412,2005/8/8,0,28.8
2413,2005/8/9,0,28.7
2414,2005/8/10,0,29.1
2415,2005/8/11,13.3,28.4
2416,2005/8/12,0,27.2
2417,2005/8/13,0,29.1
2418,2005/8/14,0.1,28.8
2419,2005/8/15,0,29.2
2420,2005/8/16,0.3,29.1
2421,2005/8/17,4.2,28.8
2422,2005/8/18,1.9,26.2
2423,2005/8/19,0,28.3
2424,2005/8/20,2.1,28.1
2425,2005/8/21,0.4,26.4
2426,2005/8/22,0,28.3
2427,2005/8/23,1.7,26.4
2428,2005/8/24,0,27.6
2429,2005/8/25,0.1,28
2430,2005/8/26,5.6,28.1
2431,2005/8/27,0,28
2432,2005/8/28,0,29.3
2433,2005/8/29,0,29.6
2434,2005/8/30,2.5,27.8
2435,2005/8/31,1.2,28.9
2436,2005/9/1,12.3,28.3
2437,2005/9/2,7,27.2
2438,2005/9/3,20,28
2439,2005/9/4,17.9,26.8
2440,2005/9/5,4.5,28.1
2441,2005/9/6,0,29.5
2442,2005/9/7,2.6,29.3
2443,2005/9/8,0.6,28.1
2444,2005/9/9,0,29.1
2445,2005/9/10,0,28.7
2446,2005/9/11,0.2,28.5
2447,2005/9/12,30.1,27.4
2448,2005/9/13,0,27.9
2449,2005/9/14,0,28.9
2450,2005/9/15,0.7,28.7
2451,2005/9/16,2.4,27.9
2452,2005/9/17,43.4,28.5
2453,2005/9/18,1.2,27
2454,2005/9/19,9.1,28.2
2455,2005/9/20,9.9,28
2456,2005/9/21,0,26.7
2457,2005/9/22,9.1,26.4
2458,2005/9/23,0,27.8
2459,2005/9/24,0,28.9
2460,2005/9/25,4.4,27.8
2461,2005/9/26,0,28.7
2462,2005/9/27,0,29.4
2463,2005/9/28,0,28.6
2464,2005/9/29,0.3,28.4
2465,2005/9/30,0,28.2
2466,2005/10/1,0.4,27.8
2467,2005/10/2,0.9,27.2
2468,2005/10/3,41.7,27.5
2469,2005/10/4,49.3,27.6
2470,2005/10/5,0,26.8
2471,2005/10/6,14.5,28.7
2472,2005/10/7,3.1,27.9
2473,2005/10/8,0,27.9
2474,2005/10/9,0.9,28.1
2475,2005/10/10,0,29.1
2476,2005/10/11,0,29
2477,2005/10/12,0,29.2
2478,2005/10/13,0.6,27.8
2479,2005/10/14,2.7,27.7
2480,2005/10/15,0,28.2
2481,2005/10/16,76.2,26
2482,2005/10/17,0.2,26
2483,2005/10/18,10.1,27
2484,2005/10/19,16.7,26.4
2485,2005/10/20,0,26.6
2486,2005/10/21,2.1,28.3
2487,2005/10/22,14.5,27.8
2488,2005/10/23,0,26.9
2489,2005/10/24,1.3,27.9
2490,2005/10/25,33,26.7
2491,2005/10/26,0.9,26.1
2492,2005/10/27,45.3,26.8
2493,2005/10/28,0.1,26.9
2494,2005/10/29,0,27.9
2495,2005/10/30,0,28.9
2496,2005/10/31,0,28.4
2497,2005/11/1,0.2,29.5
2498,2005/11/2,2.2,27.9
2499,2005/11/3,29.6,27.6
2500,2005/11/4,7.9,26.4
2501,2005/11/5,7.6,26.9
2502,2005/11/6,0.8,27
2503,2005/11/7,0,28.1
2504,2005/11/8,14,28.8
2505,2005/11/9,16.2,28
2506,2005/11/10,18.3,26.5
2507,2005/11/11,26.4,28
2508,2005/11/12,0,28.3
2509,2005/11/13,0,28.7
2510,2005/11/14,0,28.3
2511,2005/11/15,0,27.5
2512,2005/11/16,133.8,28.1
2513,2005/11/17,1.8,26.5
2514,2005/11/18,27.6,27.4
2515,2005/11/19,1.2,27.4
2516,2005/11/20,13.3,26.1
2517,2005/11/21,0.6,25.2
2518,2005/11/22,35.4,24.3
2519,2005/11/23,4.5,25.8
2520,2005/11/24,8.6,28
2521,2005/11/25,0.8,26.2
2522,2005/11/26,0.9,26.8
2523,2005/11/27,0,27.6
2524,2005/11/28,0,27.3
2525,2005/11/29,10.6,27.7
2526,2005/11/30,0.6,26.1
2527,2005/12/1,2.8,26.9
2528,2005/12/2,4.7,28.1
2529,2005/12/3,0,27.2
2530,2005/12/4,4,28.3
2531,2005/12/5,0.4,27.2
2532,2005/12/6,0.2,27.8
2533,2005/12/7,47.3,27.2
2534,2005/12/8,0,27.5
2535,2005/12/9,4.1,26.8
2536,2005/12/10,36.3,26.8
2537,2005/12/11,0.1,26.3
2538,2005/12/12,0,28.1
2539,2005/12/13,1.3,27.9
2540,2005/12/14,0,28
2541,2005/12/15,0,29.3
2542,2005/12/16,5.6,28.6
2543,2005/12/17,1.1,27.2
2544,2005/12/18,0,26.6
2545,2005/12/19,0,27
2546,2005/12/20,3.9,27.1
2547,2005/12/21,0.2,27.5
2548,2005/12/22,22.3,26
2549,2005/12/23,1.5,25.8
2550,2005/12/24,23.4,26.8
2551,2005/12/25,1.5,26.4
2552,2005/12/26,0,26.9
2553,2005/12/27,1.2,27.2
2554,2005/12/28,0,27.2
2555,2005/12/29,0.1,26.8
2556,2005/12/30,0,27.4
2557,2005/12/31,4,26.6
2558,2006/1/1,8.1,25.5
2559,2006/1/2,0.4,26.1
2560,2006/1/3,0.7,27.1
2561,2006/1/4,35.3,25.7
2562,2006/1/5,5.7,26.4
2563,2006/1/6,16.7,26.1
2564,2006/1/7,69.1,25.6
2565,2006/1/8,82.8,24.9
2566,2006/1/9,38.8,25.3
2567,2006/1/10,9,25
2568,2006/1/11,31.8,25.7
2569,2006/1/12,131.7,23.4
2570,2006/1/13,0,26.6
2571,2006/1/14,0,27.2
2572,2006/1/15,0.4,27.1
2573,2006/1/16,0.5,26.8
2574,2006/1/17,0.3,26.6
2575,2006/1/18,5.8,26.7
2576,2006/1/19,0.1,27
2577,2006/1/20,0.2,27.2
2578,2006/1/21,14.5,27.2
2579,2006/1/22,1.7,27.2
2580,2006/1/23,0,27.2
2581,2006/1/24,0.8,26.8
2582,2006/1/25,0,26.9
2583,2006/1/26,0,26.9
2584,2006/1/27,0,26.8
2585,2006/1/28,0,27.2
2586,2006/1/29,0,27.5
2587,2006/1/30,0,27.4
2588,2006/1/31,0,27.3
2589,2006/2/1,0,27.3
2590,2006/2/2,0,27.8
2591,2006/2/3,0,28
2592,2006/2/4,8.5,26.5
2593,2006/2/5,44.5,27.2
2594,2006/2/6,0,26.7
2595,2006/2/7,0,27.6
2596,2006/2/8,0,27.5
2597,2006/2/9,17.6,26
2598,2006/2/10,33.7,25.6
2599,2006/2/11,0,26.8
2600,2006/2/12,0,27.3
2601,2006/2/13,0,27.9
2602,2006/2/14,0,28.1
2603,2006/2/15,0,27.8
2604,2006/2/16,0,27.9
2605,2006/2/17,0,28
2606,2006/2/18,0,27.9
2607,2006/2/19,0,27.9
2608,2006/2/20,1.1,27.8
2609,2006/2/21,0,28
2610,2006/2/22,0,28
2611,2006/2/23,7.3,27.3
2612,2006/2/24,0.2,27.8
2613,2006/2/25,0,28.2
2614,2006/2/26,0,27.7
2615,2006/2/27,0,28.3
2616,2006/2/28,2.6,28.4
2617,2006/3/1,0,28.4
2618,2006/3/2,0,28.4
2619,2006/3/3,0,28.4
2620,2006/3/4,0,28.5
2621,2006/3/5,0,28.2
2622,2006/3/6,0,28.2
2623,2006/3/7,0,28.5
2624,2006/3/8,0,28.4
2625,2006/3/9,0,28.6
2626,2006/3/10,0,28.6
2627,2006/3/11,0,28.9
2628,2006/3/12,0,28.8
2629,2006/3/13,0,28
2630,2006/3/14,0,28.4
2631,2006/3/15,0,28.3
2632,2006/3/16,0,28.6
2633,2006/3/17,0,29.1
2634,2006/3/18,0,29.1
2635,2006/3/19,0,28.9
2636,2006/3/20,0,29.4
2637,2006/3/21,0.4,27.4
2638,2006/3/22,35.7,27.9
2639,2006/3/23,0.2,28.1
2640,2006/3/24,0.2,29.1
2641,2006/3/25,0.1,28.4
2642,2006/3/26,17.7,27.9
2643,2006/3/27,24.6,26.5
2644,2006/3/28,0,28.1
2645,2006/3/29,2.4,27.7
2646,2006/3/30,0.2,28
2647,2006/3/31,1.6,27.6
2648,2006/4/1,4.7,27.4
2649,2006/4/2,3.1,27.6
2650,2006/4/3,10.6,27.6
2651,2006/4/4,13.9,26.8
2652,2006/4/5,15.8,27.9
2653,2006/4/6,0,28.8
2654,2006/4/7,0,28.7
2655,2006/4/8,29.2,27.4
2656,2006/4/9,0,27.5
2657,2006/4/10,3,28.7
2658,2006/4/11,2.6,26.5
2659,2006/4/12,0,28.6
2660,2006/4/13,1.4,27.4
2661,2006/4/14,30.1,26.3
2662,2006/4/15,0,27.3
2663,2006/4/16,10.5,26.6
2664,2006/4/17,0,27.9
2665,2006/4/18,43.3,27.4
2666,2006/4/19,0,27.1
2667,2006/4/20,7.3,27.1
2668,2006/4/21,7.2,27.5
2669,2006/4/22,1,27.6
2670,2006/4/23,0,28.1
2671,2006/4/24,21.3,26.9
2672,2006/4/25,11.2,27
2673,2006/4/26,23.6,26.7
2674,2006/4/27,0,27.6
2675,2006/4/28,0,28.5
2676,2006/4/29,0,29.3
2677,2006/4/30,0,29
2678,2006/5/1,36.6,27.6
2679,2006/5/2,7,27
2680,2006/5/3,28.6,27
2681,2006/5/4,1,28.5
2682,2006/5/5,4.1,26.6
2683,2006/5/6,22,27.2
2684,2006/5/7,0,28.2
2685,2006/5/8,0,29.4
2686,2006/5/9,0,29.5
2687,2006/5/10,0,28.8
2688,2006/5/11,0,29.2
2689,2006/5/12,0.3,28
2690,2006/5/13,8.3,26.7
2691,2006/5/14,16.7,27.4
2692,2006/5/15,0,28.1
2693,2006/5/16,0,29.2
2694,2006/5/17,0,29.7
2695,2006/5/18,0,29.2
2696,2006/5/19,0,28.9
2697,2006/5/20,0,29
2698,2006/5/21,0,27.3
2699,2006/5/22,12,27.5
2700,2006/5/23,0,27.5
2701,2006/5/24,0,28.4
2702,2006/5/25,25.1,28.1
2703,2006/5/26,0,28.1
2704,2006/5/27,27.2,26.9
2705,2006/5/28,14.3,25.8
2706,2006/5/29,0,28.5
2707,2006/5/30,0,29.4
2708,2006/5/31,2.5,29.1
2709,2006/6/1,31.2,27.6
2710,2006/6/2,0,28.2
2711,2006/6/3,0,29.4
2712,2006/6/4,0,28.7
2713,2006/6/5,0,29
2714,2006/6/6,5.7,26.8
2715,2006/6/7,0,27.9
2716,2006/6/8,23.7,26.9
2717,2006/6/9,24.5,25.8
2718,2006/6/10,4.1,27.4
2719,2006/6/11,32,25.5
2720,2006/6/12,0,27.8
2721,2006/6/13,6,27.9
2722,2006/6/14,4.7,27.4
2723,2006/6/15,1.9,27.9
2724,2006/6/16,11.6,27.4
2725,2006/6/17,0,28.1
2726,2006/6/18,0,28.4
2727,2006/6/19,37.3,27
2728,2006/6/20,12.1,26.3
2729,2006/6/21,0,28.1
2730,2006/6/22,30.8,28.2
2731,2006/6/23,4.1,27.8
2732,2006/6/24,3.1,27.7
2733,2006/6/25,4,26.6
2734,2006/6/26,0,28.9
2735,2006/6/27,0,29.3
2736,2006/6/28,0,29.2
2737,2006/6/29,0,28.9
2738,2006/6/30,0,29.1
2739,2006/7/1,0,29.4
2740,2006/7/2,7.4,29.5
2741,2006/7/3,0,28.3
2742,2006/7/4,0,29.3
2743,2006/7/5,0.5,29.6
2744,2006/7/6,15.7,27.3
2745,2006/7/7,0,29.3
2746,2006/7/8,6.9,29.5
2747,2006/7/9,54.8,27.1
2748,2006/7/10,0.6,26.4
2749,2006/7/11,5.5,28.3
2750,2006/7/12,0.2,27.4
2751,2006/7/13,0,28.6
2752,2006/7/14,17.2,28.3
2753,2006/7/15,0.2,28.9
2754,2006/7/16,0,29.2
2755,2006/7/17,33.7,28.3
2756,2006/7/18,0,28.7
2757,2006/7/19,1,27.7
2758,2006/7/20,0,28.2
2759,2006/7/21,0.1,29.1
2760,2006/7/22,0,28.7
2761,2006/7/23,0,29
2762,2006/7/24,0,29.1
2763,2006/7/25,0,29.1
2764,2006/7/26,0,29.2
2765,2006/7/27,0,28.4
2766,2006/7/28,0.3,27.3
2767,2006/7/29,0,27.6
2768,2006/7/30,9.4,27.5
2769,2006/7/31,0.3,26.5
2770,2006/8/1,2.1,28.5
2771,2006/8/2,0,28.5
2772,2006/8/3,0,29.2
2773,2006/8/4,0,29
2774,2006/8/5,8.1,28.8
2775,2006/8/6,6.2,28.1
2776,2006/8/7,5.6,28.5
2777,2006/8/8,0,27.6
2778,2006/8/9,13,27.9
2779,2006/8/10,0,27.5
2780,2006/8/11,8.6,27.9
2781,2006/8/12,0,28.4
2782,2006/8/13,0.7,28.4
2783,2006/8/14,0.5,28.5
2784,2006/8/15,30.4,27.1
2785,2006/8/16,0,28.8
2786,2006/8/17,0,28.9
2787,2006/8/18,0,29.1
2788,2006/8/19,7.4,28.3
2789,2006/8/20,0,29.1
2790,2006/8/21,0,28.8
2791,2006/8/22,0,29
2792,2006/8/23,0,29.1
2793,2006/8/24,0,29.3
2794,2006/8/25,0,29.7
2795,2006/8/26,0,28.5
2796,2006/8/27,1.3,27.9
2797,2006/8/28,1.4,27.9
2798,2006/8/29,0,28.3
2799,2006/8/30,17.9,26.7
2800,2006/8/31,24.1,24.9
2801,2006/9/1,0,27.4
2802,2006/9/2,0,28.6
2803,2006/9/3,0,28.6
