,DATE,STATION,rain,temp
440,2014/10/16,"PUERTO CASADO, PA",11.57464789,34.5
441,2014/10/17,"PUERTO CASADO, PA",11.57464789,34.8
442,2014/10/18,"PUERTO CASADO, PA",11.57464789,34.4
443,2014/10/19,"PUERTO CASADO, PA",11.57464789,33.3
444,2014/10/20,NA,11.57464789,25.67529728
445,2014/10/21,"PUERTO CASADO, PA",11.57464789,28.7
446,2014/10/22,"PUERTO CASADO, PA",11.57464789,28.8
447,2014/10/23,"PUERTO CASADO, PA",11.57464789,29.1
448,2014/10/24,"PUERTO CASADO, PA",11.57464789,27.1
449,2014/10/25,"PUERTO CASADO, PA",11.57464789,27.6
450,2014/10/26,"PUERTO CASADO, PA",11.57464789,28.9
451,2014/10/27,"PUERTO CASADO, PA",11.57464789,30.8
452,2014/10/28,"PUERTO CASADO, PA",11.57464789,31.6
453,2014/10/29,"PUERTO CASADO, PA",11.57464789,31.3
454,2014/10/30,"PUERTO CASADO, PA",11.57464789,30.7
455,2014/10/31,"PUERTO CASADO, PA",28.4,29.5
456,2014/11/1,"PUERTO CASADO, PA",0,27.9
457,2014/11/2,"PUERTO CASADO, PA",35.3,27.6
458,2014/11/3,"PUERTO CASADO, PA",0,30.1
459,2014/11/4,"PUERTO CASADO, PA",11.57464789,26.9
460,2014/11/5,"PUERTO CASADO, PA",0.3,23.7
461,2014/11/6,"PUERTO CASADO, PA",0,30.5
462,2014/11/7,"PUERTO CASADO, PA",11.57464789,31.8
463,2014/11/8,"PUERTO CASADO, PA",30.5,27.2
464,2014/11/9,"PUERTO CASADO, PA",0,29
465,2014/11/10,"PUERTO CASADO, PA",11.57464789,30.3
466,2014/11/11,"PUERTO CASADO, PA",11.57464789,30.9
467,2014/11/12,NA,11.57464789,25.67529728
468,2014/11/13,"PUERTO CASADO, PA",75.2,26.8
469,2014/11/14,"PUERTO CASADO, PA",0,24.8
470,2014/11/15,"PUERTO CASADO, PA",11.57464789,23.9
471,2014/11/16,"PUERTO CASADO, PA",11.57464789,25.9
472,2014/11/17,"PUERTO CASADO, PA",11.57464789,27.4
473,2014/11/18,"PUERTO CASADO, PA",11.57464789,28.8
474,2014/11/19,"PUERTO CASADO, PA",11.57464789,28.9
475,2014/11/20,"PUERTO CASADO, PA",7.6,24.5
476,2014/11/21,"PUERTO CASADO, PA",0.8,27.7
477,2014/11/22,"PUERTO CASADO, PA",137.4,24.1
478,2014/11/23,"PUERTO CASADO, PA",5.3,25.4
479,2014/11/24,"PUERTO CASADO, PA",0,28.3
480,2014/11/25,"PUERTO CASADO, PA",11.57464789,26.6
481,2014/11/26,"PUERTO CASADO, PA",18.3,25.3
482,2014/11/27,"PUERTO CASADO, PA",0,28.6
483,2014/11/28,"PUERTO CASADO, PA",11.57464789,29.3
484,2014/11/29,"PUERTO CASADO, PA",11.57464789,28.9
485,2014/11/30,"PUERTO CASADO, PA",11.57464789,30.2
486,2014/12/1,"PUERTO CASADO, PA",11.57464789,24.6
487,2014/12/2,"PUERTO CASADO, PA",11.57464789,20.1
488,2014/12/3,"PUERTO CASADO, PA",11.57464789,23.4
489,2014/12/4,"PUERTO CASADO, PA",11.57464789,25.6
490,2014/12/5,"PUERTO CASADO, PA",11.57464789,27.5
491,2014/12/6,"PUERTO CASADO, PA",11.57464789,30.7
492,2014/12/7,"PUERTO CASADO, PA",11.57464789,30.2
493,2014/12/8,"PUERTO CASADO, PA",11.57464789,29.4
494,2014/12/9,"PUERTO CASADO, PA",1.3,28.7
495,2014/12/10,"PUERTO CASADO, PA",0,30.3
496,2014/12/11,"PUERTO CASADO, PA",2.3,30.3
497,2014/12/12,"PUERTO CASADO, PA",0,30.6
498,2014/12/13,"PUERTO CASADO, PA",11.57464789,29.1
499,2014/12/14,"PUERTO CASADO, PA",11.57464789,30.8
500,2014/12/15,"PUERTO CASADO, PA",0.5,30.6
501,2014/12/16,"PUERTO CASADO, PA",0,32.4
502,2014/12/17,"PUERTO CASADO, PA",11.57464789,29.4
503,2014/12/18,"PUERTO CASADO, PA",14,25.3
504,2014/12/19,"PUERTO CASADO, PA",0,29.2
505,2014/12/20,"PUERTO CASADO, PA",11.57464789,29.8
506,2014/12/21,"PUERTO CASADO, PA",11.57464789,28.6
507,2014/12/22,"PUERTO CASADO, PA",37.8,24.3
508,2014/12/23,"PUERTO CASADO, PA",0,25.7
509,2014/12/24,"PUERTO CASADO, PA",11.57464789,27.4
510,2014/12/25,"PUERTO CASADO, PA",11.57464789,29.3
511,2014/12/26,"PUERTO CASADO, PA",1,31.1
512,2014/12/27,"PUERTO CASADO, PA",0,30.5
513,2014/12/28,"PUERTO CASADO, PA",11.57464789,30.7
514,2014/12/29,"PUERTO CASADO, PA",11.57464789,32.6
515,2014/12/30,"PUERTO CASADO, PA",11.57464789,32.4
516,2014/12/31,"PUERTO CASADO, PA",11.57464789,32.9
517,2015/1/1,"PUERTO CASADO, PA",11.57464789,33.7
518,2015/1/2,"PUERTO CASADO, PA",8.6,26.3
519,2015/1/3,"PUERTO CASADO, PA",16.5,24.9
520,2015/1/4,"PUERTO CASADO, PA",0,28.6
521,2015/1/5,"PUERTO CASADO, PA",20.3,28.1
522,2015/1/6,"PUERTO CASADO, PA",0,32.7
523,2015/1/7,"PUERTO CASADO, PA",11.57464789,31.1
524,2015/1/8,"PUERTO CASADO, PA",11.57464789,31.7
525,2015/1/9,"PUERTO CASADO, PA",11.57464789,32.6
526,2015/1/10,"PUERTO CASADO, PA",11.57464789,32.9
527,2015/1/11,"PUERTO CASADO, PA",11.57464789,33
528,2015/1/12,"PUERTO CASADO, PA",11.57464789,32.8
529,2015/1/13,"PUERTO CASADO, PA",11.57464789,32.5
530,2015/1/14,"PUERTO CASADO, PA",11.57464789,32.7
531,2015/1/15,"PUERTO CASADO, PA",11.57464789,32.3
532,2015/1/16,"PUERTO CASADO, PA",1,32.3
533,2015/1/17,"PUERTO CASADO, PA",0,31.8
534,2015/1/18,"PUERTO CASADO, PA",11.57464789,31.5
535,2015/1/19,"PUERTO CASADO, PA",11.57464789,32.3
536,2015/1/20,"PUERTO CASADO, PA",11.57464789,32.4
537,2015/1/21,"PUERTO CASADO, PA",4.1,28.7
538,2015/1/22,"PUERTO CASADO, PA",0,30.1
539,2015/1/23,"PUERTO CASADO, PA",11.57464789,31.7
540,2015/1/24,"PUERTO CASADO, PA",44.2,27.5
541,2015/1/25,"PUERTO CASADO, PA",17.5,23.2
542,2015/1/26,"PUERTO CASADO, PA",33.3,27.7
543,2015/1/27,"PUERTO CASADO, PA",0,26.9
544,2015/1/28,"PUERTO CASADO, PA",11.9,27.1
545,2015/1/29,"PUERTO CASADO, PA",0,28.3
546,2015/1/30,"PUERTO CASADO, PA",11.57464789,28.3
547,2015/1/31,"PUERTO CASADO, PA",11.57464789,29.7
548,2015/2/1,"PUERTO CASADO, PA",11.57464789,30.8
549,2015/2/2,"PUERTO CASADO, PA",11.57464789,29.8
550,2015/2/3,"PUERTO CASADO, PA",11.57464789,32.2
551,2015/2/4,"PUERTO CASADO, PA",11.57464789,30.9
552,2015/2/5,"PUERTO CASADO, PA",1.5,27.5
553,2015/2/6,"PUERTO CASADO, PA",4.1,28.7
554,2015/2/7,"PUERTO CASADO, PA",0,29.1
555,2015/2/8,"PUERTO CASADO, PA",11.57464789,30.2
556,2015/2/9,"PUERTO CASADO, PA",11.57464789,31.1
557,2015/2/10,"PUERTO CASADO, PA",11.57464789,30.8
558,2015/2/11,"PUERTO CASADO, PA",11.57464789,30
559,2015/2/12,"PUERTO CASADO, PA",11.57464789,29.4
560,2015/2/13,"PUERTO CASADO, PA",11.57464789,27.4
561,2015/2/14,NA,11.57464789,25.67529728
562,2015/2/15,NA,11.57464789,25.67529728
563,2015/2/16,NA,11.57464789,25.67529728
564,2015/2/17,NA,11.57464789,25.67529728
565,2015/2/18,NA,11.57464789,25.67529728
566,2015/2/19,"PUERTO CASADO, PA",6.6,26.1
567,2015/2/20,"PUERTO CASADO, PA",4.3,25
568,2015/2/21,NA,11.57464789,25.67529728
569,2015/2/22,"PUERTO CASADO, PA",8.1,27.1
570,2015/2/23,"PUERTO CASADO, PA",0,27.2
571,2015/2/24,NA,11.57464789,25.67529728
572,2015/2/25,NA,11.57464789,25.67529728
573,2015/2/26,NA,11.57464789,25.67529728
574,2015/2/27,NA,11.57464789,25.67529728
575,2015/2/28,NA,11.57464789,25.67529728
576,2015/3/1,NA,11.57464789,25.67529728
577,2015/3/2,NA,11.57464789,25.67529728
578,2015/3/3,NA,11.57464789,25.67529728
579,2015/3/4,NA,11.57464789,25.67529728
580,2015/3/5,NA,11.57464789,25.67529728
581,2015/3/6,NA,11.57464789,25.67529728
582,2015/3/7,NA,11.57464789,25.67529728
583,2015/3/8,NA,11.57464789,25.67529728
584,2015/3/9,NA,11.57464789,25.67529728
585,2015/3/10,"PUERTO CASADO, PA",11.57464789,28.3
586,2015/3/11,"PUERTO CASADO, PA",11.57464789,28.1
587,2015/3/12,"PUERTO CASADO, PA",11.57464789,27.9
588,2015/3/13,"PUERTO CASADO, PA",11.57464789,27.5
589,2015/3/14,"PUERTO CASADO, PA",11.57464789,29.3
590,2015/3/15,"PUERTO CASADO, PA",11.57464789,27.8
591,2015/3/16,"PUERTO CASADO, PA",11.57464789,28.4
592,2015/3/17,"PUERTO CASADO, PA",11.57464789,29.7
593,2015/3/18,"PUERTO CASADO, PA",11.57464789,29.1
594,2015/3/19,NA,11.57464789,25.67529728
595,2015/3/20,"PUERTO CASADO, PA",11.57464789,29.2
596,2015/3/21,"PUERTO CASADO, PA",11.57464789,28.4
597,2015/3/22,"PUERTO CASADO, PA",11.57464789,25.3
598,2015/3/23,"PUERTO CASADO, PA",11.57464789,25.6
599,2015/3/24,"PUERTO CASADO, PA",11.57464789,24.1
600,2015/3/25,"PUERTO CASADO, PA",11.57464789,27.7
601,2015/3/26,"PUERTO CASADO, PA",11.57464789,27.1
602,2015/3/27,"PUERTO CASADO, PA",1.5,22.8
603,2015/3/28,"PUERTO CASADO, PA",0,22.3
604,2015/3/29,"PUERTO CASADO, PA",11.57464789,23.5
605,2015/3/30,"PUERTO CASADO, PA",11.57464789,25.1
606,2015/3/31,"PUERTO CASADO, PA",0.8,24
607,2015/4/1,"PUERTO CASADO, PA",8.9,24.8
608,2015/4/2,"PUERTO CASADO, PA",0,25.8
609,2015/4/3,"PUERTO CASADO, PA",11.57464789,28.6
610,2015/4/4,"PUERTO CASADO, PA",11.57464789,29.6
611,2015/4/5,"PUERTO CASADO, PA",7.9,25.8
612,2015/4/6,"PUERTO CASADO, PA",0,25.5
613,2015/4/7,"PUERTO CASADO, PA",11.57464789,22.9
614,2015/4/8,"PUERTO CASADO, PA",11.57464789,26.3
615,2015/4/9,"PUERTO CASADO, PA",11.57464789,27.8
616,2015/4/10,"PUERTO CASADO, PA",11.57464789,28.3
617,2015/4/11,"PUERTO CASADO, PA",11.57464789,28
618,2015/4/12,NA,11.57464789,25.67529728
619,2015/4/13,"PUERTO CASADO, PA",2,27.8
620,2015/4/14,"PUERTO CASADO, PA",0,28.8
621,2015/4/15,"PUERTO CASADO, PA",11.57464789,26.9
622,2015/4/16,"PUERTO CASADO, PA",11.57464789,25.8
623,2015/4/17,"PUERTO CASADO, PA",11.57464789,28.4
624,2015/4/18,"PUERTO CASADO, PA",74.7,24.2
625,2015/4/19,"PUERTO CASADO, PA",0,25.3
626,2015/4/20,"PUERTO CASADO, PA",11.57464789,27.9
627,2015/4/21,"PUERTO CASADO, PA",11.57464789,27.2
628,2015/4/22,"PUERTO CASADO, PA",1.5,26
629,2015/4/23,NA,11.57464789,25.67529728
630,2015/4/24,NA,11.57464789,25.67529728
631,2015/4/25,NA,11.57464789,25.67529728
632,2015/4/26,NA,11.57464789,25.67529728
633,2015/4/27,"PUERTO CASADO, PA",11.57464789,27.8
634,2015/4/28,"PUERTO CASADO, PA",11.57464789,25.8
635,2015/4/29,"PUERTO CASADO, PA",11.57464789,26.1
636,2015/4/30,"PUERTO CASADO, PA",11.57464789,25.8
637,2015/5/1,"PUERTO CASADO, PA",11.57464789,26.9
638,2015/5/2,"PUERTO CASADO, PA",11.57464789,27.6
639,2015/5/3,"PUERTO CASADO, PA",11.57464789,25.9
640,2015/5/4,"PUERTO CASADO, PA",10.7,21.2
641,2015/5/5,"PUERTO CASADO, PA",0,20.8
642,2015/5/6,"PUERTO CASADO, PA",11.57464789,22.1
643,2015/5/7,"PUERTO CASADO, PA",11.57464789,20.6
644,2015/5/8,"PUERTO CASADO, PA",11.57464789,21.1
645,2015/5/9,"PUERTO CASADO, PA",0.3,26.3
646,2015/5/10,"PUERTO CASADO, PA",44.2,24.2
647,2015/5/11,"PUERTO CASADO, PA",4.1,20.9
648,2015/5/12,"PUERTO CASADO, PA",0,18.3
649,2015/5/13,"PUERTO CASADO, PA",11.57464789,18.7
650,2015/5/14,"PUERTO CASADO, PA",1,21.4
651,2015/5/15,"PUERTO CASADO, PA",3.8,22.8
652,2015/5/16,"PUERTO CASADO, PA",0.5,24.3
653,2015/5/17,"PUERTO CASADO, PA",0,23.7
654,2015/5/18,"PUERTO CASADO, PA",0.5,22.5
655,2015/5/19,"PUERTO CASADO, PA",3.6,22.3
656,2015/5/20,"PUERTO CASADO, PA",0,23.4
657,2015/5/21,"PUERTO CASADO, PA",11.57464789,24.4
658,2015/5/22,"PUERTO CASADO, PA",18,24.3
659,2015/5/23,"PUERTO CASADO, PA",0,27.3
660,2015/5/24,"PUERTO CASADO, PA",11.57464789,27.1
661,2015/5/25,"PUERTO CASADO, PA",43.9,24.6
662,2015/5/26,"PUERTO CASADO, PA",2.5,24.6
663,2015/5/27,"PUERTO CASADO, PA",98.3,20.4
664,2015/5/28,"PUERTO CASADO, PA",2,19.7
665,2015/5/29,"PUERTO CASADO, PA",0,18.3
666,2015/5/30,"PUERTO CASADO, PA",3.3,18.6
667,2015/5/31,"PUERTO CASADO, PA",5.8,18.9
668,2015/6/1,"PUERTO CASADO, PA",1.5,19.1
669,2015/6/2,"PUERTO CASADO, PA",23.1,21.3
670,2015/6/3,"PUERTO CASADO, PA",0,24.3
671,2015/6/4,"PUERTO CASADO, PA",11.57464789,26.1
672,2015/6/5,"PUERTO CASADO, PA",11.57464789,26.6
673,2015/6/6,"PUERTO CASADO, PA",11.57464789,25.1
674,2015/6/7,"PUERTO CASADO, PA",11.57464789,25.2
675,2015/6/8,"PUERTO CASADO, PA",11.57464789,25.6
676,2015/6/9,"PUERTO CASADO, PA",11.57464789,25.9
677,2015/6/10,"PUERTO CASADO, PA",11.57464789,25.8
678,2015/6/11,"PUERTO CASADO, PA",11.57464789,25.8
679,2015/6/12,"PUERTO CASADO, PA",5.1,21.6
680,2015/6/13,"PUERTO CASADO, PA",5.3,21.5
681,2015/6/14,"PUERTO CASADO, PA",0.3,24.6
682,2015/6/15,"PUERTO CASADO, PA",1.3,17.4
683,2015/6/16,"PUERTO CASADO, PA",0,14.8
684,2015/6/17,"PUERTO CASADO, PA",11.57464789,21.5
685,2015/6/18,"PUERTO CASADO, PA",10.4,19.1
686,2015/6/19,"PUERTO CASADO, PA",0,13.9
687,2015/6/20,"PUERTO CASADO, PA",11.57464789,15.2
688,2015/6/21,"PUERTO CASADO, PA",11.57464789,20.5
689,2015/6/22,"PUERTO CASADO, PA",11.57464789,24.4
690,2015/6/23,"PUERTO CASADO, PA",11.57464789,22.9
691,2015/6/24,"PUERTO CASADO, PA",0.8,20.6
692,2015/6/25,"PUERTO CASADO, PA",0,22.6
693,2015/6/26,"PUERTO CASADO, PA",11.57464789,24.3
694,2015/6/27,"PUERTO CASADO, PA",11.57464789,24.6
695,2015/6/28,"PUERTO CASADO, PA",11.57464789,24.6
696,2015/6/29,"PUERTO CASADO, PA",11.57464789,25
697,2015/6/30,"PUERTO CASADO, PA",6.9,23.5
698,2015/7/1,"PUERTO CASADO, PA",7.1,21.1
699,2015/7/2,"PUERTO CASADO, PA",0,21.8
700,2015/7/3,"PUERTO CASADO, PA",30.5,21.1
701,2015/7/4,"PUERTO CASADO, PA",14.2,14.4
702,2015/7/5,"PUERTO CASADO, PA",0,13.5
703,2015/7/6,"PUERTO CASADO, PA",11.57464789,18.3
704,2015/7/7,"PUERTO CASADO, PA",3.3,18.5
705,2015/7/8,"PUERTO CASADO, PA",17.3,16.9
706,2015/7/9,"PUERTO CASADO, PA",0,19.1
707,2015/7/10,"PUERTO CASADO, PA",11.57464789,22.9
708,2015/7/11,"PUERTO CASADO, PA",7.9,25.6
709,2015/7/12,"PUERTO CASADO, PA",9.1,25.4
710,2015/7/13,"PUERTO CASADO, PA",0,27.1
711,2015/7/14,"PUERTO CASADO, PA",19.6,22.3
712,2015/7/15,"PUERTO CASADO, PA",38.6,15.7
713,2015/7/16,"PUERTO CASADO, PA",0.5,16.9
714,2015/7/17,"PUERTO CASADO, PA",1.5,19.2
715,2015/7/18,"PUERTO CASADO, PA",0,21.6
716,2015/7/19,"PUERTO CASADO, PA",11.57464789,23.7
717,2015/7/20,"PUERTO CASADO, PA",11.57464789,22.6
718,2015/7/21,"PUERTO CASADO, PA",11.57464789,17.1
719,2015/7/22,"PUERTO CASADO, PA",11.57464789,14.6
720,2015/7/23,"PUERTO CASADO, PA",11.57464789,16.9
721,2015/7/24,"PUERTO CASADO, PA",1,17.6
722,2015/7/25,"PUERTO CASADO, PA",0,16.7
723,2015/7/26,"PUERTO CASADO, PA",11.57464789,19.1
724,2015/7/27,"PUERTO CASADO, PA",11.57464789,23.5
725,2015/7/28,"PUERTO CASADO, PA",11.57464789,25.4
726,2015/7/29,"PUERTO CASADO, PA",11.57464789,25.8
727,2015/7/30,"PUERTO CASADO, PA",11.57464789,26.3
728,2015/7/31,"PUERTO CASADO, PA",11.57464789,25.9
729,2015/8/1,"PUERTO CASADO, PA",11.57464789,25.3
730,2015/8/2,"PUERTO CASADO, PA",11.57464789,26
731,2015/8/3,"PUERTO CASADO, PA",11.57464789,25.4
732,2015/8/4,"PUERTO CASADO, PA",11.57464789,27
733,2015/8/5,"PUERTO CASADO, PA",11.57464789,27
734,2015/8/6,"PUERTO CASADO, PA",11.57464789,27.4
735,2015/8/7,"PUERTO CASADO, PA",11.57464789,29.3
736,2015/8/8,"PUERTO CASADO, PA",11.57464789,29.9
737,2015/8/9,"PUERTO CASADO, PA",11.57464789,29.9
738,2015/8/10,"PUERTO CASADO, PA",11.57464789,26.3
739,2015/8/11,"PUERTO CASADO, PA",2.8,25.6
740,2015/8/12,"PUERTO CASADO, PA",0,25.6
741,2015/8/13,"PUERTO CASADO, PA",11.57464789,24.1
742,2015/8/14,"PUERTO CASADO, PA",11.57464789,21.4
743,2015/8/15,"PUERTO CASADO, PA",11.57464789,20.4
744,2015/8/16,"PUERTO CASADO, PA",11.57464789,23.3
745,2015/8/17,"PUERTO CASADO, PA",11.57464789,23.8
746,2015/8/18,"PUERTO CASADO, PA",11.57464789,21
747,2015/8/19,"PUERTO CASADO, PA",7.9,18.1
748,2015/8/20,"PUERTO CASADO, PA",0,19.4
749,2015/8/21,"PUERTO CASADO, PA",11.57464789,21.5
750,2015/8/22,"PUERTO CASADO, PA",11.57464789,26.2
751,2015/8/23,"PUERTO CASADO, PA",11.57464789,26.8
752,2015/8/24,"PUERTO CASADO, PA",11.57464789,22.6
753,2015/8/25,"PUERTO CASADO, PA",11.57464789,23.6
754,2015/8/26,"PUERTO CASADO, PA",11.57464789,26.2
755,2015/8/27,"PUERTO CASADO, PA",10.2,26.4
756,2015/8/28,"PUERTO CASADO, PA",0,22.1
757,2015/8/29,"PUERTO CASADO, PA",11.57464789,25.4
758,2015/8/30,"PUERTO CASADO, PA",11.57464789,27.4
759,2015/8/31,"PUERTO CASADO, PA",11.57464789,28.6
760,2015/9/1,"PUERTO CASADO, PA",11.57464789,30
761,2015/9/2,"PUERTO CASADO, PA",11.57464789,25.9
762,2015/9/3,"PUERTO CASADO, PA",11.57464789,23.6
763,2015/9/4,"PUERTO CASADO, PA",11.57464789,22.9
764,2015/9/5,"PUERTO CASADO, PA",11.57464789,22.6
765,2015/9/6,"PUERTO CASADO, PA",11.57464789,21.4
766,2015/9/7,"PUERTO CASADO, PA",11.57464789,25.1
767,2015/9/8,"PUERTO CASADO, PA",23.4,25.9
768,2015/9/9,"PUERTO CASADO, PA",2.8,24.1
769,2015/9/10,"PUERTO CASADO, PA",3.3,25.3
770,2015/9/11,"PUERTO CASADO, PA",6.1,17.4
771,2015/9/12,"PUERTO CASADO, PA",6.4,14.3
772,2015/9/13,"PUERTO CASADO, PA",0,16.7
773,2015/9/14,"PUERTO CASADO, PA",11.57464789,22.2
774,2015/9/15,"PUERTO CASADO, PA",11.57464789,26.3
775,2015/9/16,"PUERTO CASADO, PA",11.57464789,31
776,2015/9/17,"PUERTO CASADO, PA",11.57464789,32.4
777,2015/9/18,"PUERTO CASADO, PA",11.57464789,31.8
778,2015/9/19,"PUERTO CASADO, PA",11.57464789,31.6
779,2015/9/20,"PUERTO CASADO, PA",11.57464789,31
780,2015/9/21,"PUERTO CASADO, PA",11.57464789,31.6
781,2015/9/22,"PUERTO CASADO, PA",11.57464789,31.9
782,2015/9/23,"PUERTO CASADO, PA",11.57464789,32
783,2015/9/24,"PUERTO CASADO, PA",11.57464789,32.5
784,2015/9/25,"PUERTO CASADO, PA",11.57464789,27.7
785,2015/9/26,"PUERTO CASADO, PA",11.57464789,23.2
786,2015/9/27,"PUERTO CASADO, PA",4.3,21.2
787,2015/9/28,"PUERTO CASADO, PA",9.4,21
788,2015/9/29,"PUERTO CASADO, PA",0,26.8
789,2015/9/30,"PUERTO CASADO, PA",47.5,24.7
790,2015/10/1,"PUERTO CASADO, PA",1,25.4
791,2015/10/2,"PUERTO CASADO, PA",0,28.1
792,2015/10/3,"PUERTO CASADO, PA",14.5,22.2
793,2015/10/4,"PUERTO CASADO, PA",15.7,19
794,2015/10/5,"PUERTO CASADO, PA",0,25.7
795,2015/10/6,"PUERTO CASADO, PA",11.57464789,28.6
796,2015/10/7,"PUERTO CASADO, PA",11.57464789,30
797,2015/10/8,"PUERTO CASADO, PA",11.57464789,29.9
798,2015/10/9,"PUERTO CASADO, PA",11.57464789,22.7
799,2015/10/10,"PUERTO CASADO, PA",1.5,18.3
800,2015/10/11,NA,11.57464789,25.67529728
801,2015/10/12,NA,11.57464789,25.67529728
802,2015/10/13,NA,11.57464789,25.67529728
803,2015/10/14,NA,11.57464789,25.67529728
804,2015/10/15,NA,11.57464789,25.67529728
805,2015/10/16,"PUERTO CASADO, PA",11.57464789,30.3
806,2015/10/17,"PUERTO CASADO, PA",28.7,23.9
807,2015/10/18,"PUERTO CASADO, PA",0,23.9
808,2015/10/19,"PUERTO CASADO, PA",11.57464789,28.1
809,2015/10/20,"PUERTO CASADO, PA",11.57464789,31.8
810,2015/10/21,"PUERTO CASADO, PA",11.57464789,31.8
811,2015/10/22,"PUERTO CASADO, PA",11.57464789,32.4
812,2015/10/23,"PUERTO CASADO, PA",11.57464789,28.3
813,2015/10/24,"PUERTO CASADO, PA",11.57464789,29.5
814,2015/10/25,"PUERTO CASADO, PA",11.57464789,31.4
815,2015/10/26,"PUERTO CASADO, PA",65.3,29.7
816,2015/10/27,"PUERTO CASADO, PA",0.5,25.9
817,2015/10/28,"PUERTO CASADO, PA",0.5,25.2
818,2015/10/29,"PUERTO CASADO, PA",0,28.6
819,2015/10/30,"PUERTO CASADO, PA",11.57464789,27.7
820,2015/10/31,"PUERTO CASADO, PA",36.1,22.7
821,2015/11/1,"PUERTO CASADO, PA",0,25.3
822,2015/11/2,"PUERTO CASADO, PA",8.4,24.3
823,2015/11/3,"PUERTO CASADO, PA",14.7,23.7
824,2015/11/4,"PUERTO CASADO, PA",20.3,24.4
825,2015/11/5,"PUERTO CASADO, PA",1.5,23.3
826,2015/11/6,"PUERTO CASADO, PA",0,24.3
827,2015/11/7,"PUERTO CASADO, PA",11.57464789,25
828,2015/11/8,"PUERTO CASADO, PA",25.4,28.2
829,2015/11/9,"PUERTO CASADO, PA",0,29.5
830,2015/11/10,"PUERTO CASADO, PA",11.57464789,30.8
831,2015/11/11,"PUERTO CASADO, PA",11.57464789,30.9
832,2015/11/12,"PUERTO CASADO, PA",11.57464789,30.4
833,2015/11/13,"PUERTO CASADO, PA",11.57464789,31.7
834,2015/11/14,"PUERTO CASADO, PA",11.57464789,30.3
835,2015/11/15,"PUERTO CASADO, PA",11.57464789,29.6
836,2015/11/16,"PUERTO CASADO, PA",11.57464789,29.8
837,2015/11/17,"PUERTO CASADO, PA",11.57464789,30.5
838,2015/11/18,"PUERTO CASADO, PA",4.3,27.9
839,2015/11/19,"PUERTO CASADO, PA",3.3,28.8
840,2015/11/20,"PUERTO CASADO, PA",40.4,23.2
841,2015/11/21,"PUERTO CASADO, PA",1,22.7
842,2015/11/22,"PUERTO CASADO, PA",0,28.3
843,2015/11/23,"PUERTO CASADO, PA",11.57464789,30.2
844,2015/11/24,"PUERTO CASADO, PA",11.57464789,31.2
845,2015/11/25,"PUERTO CASADO, PA",11.57464789,32.4
846,2015/11/26,"PUERTO CASADO, PA",2.3,28.8
847,2015/11/27,"PUERTO CASADO, PA",0,30.2
848,2015/11/28,"PUERTO CASADO, PA",11.57464789,27.7
849,2015/11/29,"PUERTO CASADO, PA",17,23.9
850,2015/11/30,"PUERTO CASADO, PA",36.8,23.4
851,2015/12/1,"PUERTO CASADO, PA",1.3,26.5
852,2015/12/2,"PUERTO CASADO, PA",30.5,28.4
853,2015/12/3,"PUERTO CASADO, PA",61.5,27.3
854,2015/12/4,"PUERTO CASADO, PA",0,30.6
855,2015/12/5,"PUERTO CASADO, PA",1.5,24.3
856,2015/12/6,"PUERTO CASADO, PA",32.8,25
857,2015/12/7,"PUERTO CASADO, PA",0,26.6
858,2015/12/8,"PUERTO CASADO, PA",11.57464789,29.3
859,2015/12/9,"PUERTO CASADO, PA",11.57464789,30.7
860,2015/12/10,"PUERTO CASADO, PA",63.5,26.2
861,2015/12/11,"PUERTO CASADO, PA",0,28.5
862,2015/12/12,"PUERTO CASADO, PA",11.57464789,28.9
863,2015/12/13,"PUERTO CASADO, PA",11.57464789,28.1
864,2015/12/14,"PUERTO CASADO, PA",11.57464789,32.2
865,2015/12/15,"PUERTO CASADO, PA",70.4,28.9
866,2015/12/16,"PUERTO CASADO, PA",10.4,28.4
867,2015/12/17,"PUERTO CASADO, PA",0,30.4
868,2015/12/18,"PUERTO CASADO, PA",11.57464789,30.4
869,2015/12/19,"PUERTO CASADO, PA",4.3,28.4
870,2015/12/20,"PUERTO CASADO, PA",29,24.8
871,2015/12/21,"PUERTO CASADO, PA",0,29.1
872,2015/12/22,"PUERTO CASADO, PA",11.57464789,30.7
873,2015/12/23,"PUERTO CASADO, PA",11.57464789,30.2
874,2015/12/24,"PUERTO CASADO, PA",11.57464789,29.1
875,2015/12/25,"PUERTO CASADO, PA",11.57464789,26.7
876,2015/12/26,"PUERTO CASADO, PA",11.57464789,28.3
877,2015/12/27,"PUERTO CASADO, PA",11.57464789,30.2
878,2015/12/28,"PUERTO CASADO, PA",11.57464789,31.6
879,2015/12/29,"PUERTO CASADO, PA",17.8,30.6
880,2015/12/30,"PUERTO CASADO, PA",0,30.8
881,2015/12/31,"PUERTO CASADO, PA",11.57464789,30.9
882,2016/1/1,"PUERTO CASADO, PA",33.5,29.3
883,2016/1/2,"PUERTO CASADO, PA",11.57464789,29.1
884,2016/1/3,"PUERTO CASADO, PA",1.5,28.6
885,2016/1/4,"PUERTO CASADO, PA",19.3,29.4
886,2016/1/5,"PUERTO CASADO, PA",0,31.6
887,2016/1/6,"PUERTO CASADO, PA",82.3,25.4
888,2016/1/7,"PUERTO CASADO, PA",0,28.9
